"BFS_NUMMER","Total number of pictures by municipality","Total number of picture' views by municipality","Average number of picture' views by municipality","Total number of favorited pictures by municipality","Average number of favorited pictures by municipality","Habitants","Densité de la population par km²","total number of favorited / total number of pics by municipality","total number of views / total number of pics by municipality","Total pictures by capita & by municipality","Total picture views by capita & by municipality","Average #views by capita and by municipality","Total favorited pictures by capita & by municipality","Average favorited pictures by capita & by municipality"
5588,1,11,11,0,0,1424,2967,0,11,0.000702247191011236,0.0077247191011236,0.0077247191011236,0,0
5590,11,1312,119.272727272727,21,1.90909090909091,17460,2985,1.90909090909091,119.272727272727,0.000630011454753723,0.0751431844215349,0.0068311985837759,0.00120274914089347,0.000109340830990316
5591,1,342,342,10,10,20333,6869,10,342,4.91811341169527e-05,0.0168199478679978,0.0168199478679978,0.000491811341169527,0.000491811341169527
5601,4,4695,1173.75,151,37.75,2101,982,37.75,1173.75,0.00190385530699667,2.23465016658734,0.558662541646835,0.0718705378391242,0.0179676344597811
5606,6,1486,247.666666666667,34,5.66666666666667,9511,1126,5.66666666666667,247.666666666667,0.000630848491220692,0.156240142992325,0.0260400238320541,0.00357480811691725,0.000595801352819542
5607,11,62331,5666.45454545455,1028,93.4545454545455,2816,123,93.4545454545455,5666.45454545455,0.00390625,22.1345880681818,2.01223527892562,0.365056818181818,0.0331869834710744
5609,4,6401,1600.25,227,56.75,348,1123,56.75,1600.25,0.0114942528735632,18.3936781609195,4.59841954022988,0.652298850574713,0.163074712643678
5610,2,18198,9099,327,163.5,365,410,163.5,9099,0.00547945205479452,49.8575342465753,24.9287671232877,0.895890410958904,0.447945205479452
5611,2,61,30.5,0,0,3374,211,0,30.5,0.000592768227622999,0.0180794309425015,0.00903971547125074,0,0
5613,19,11511,605.842105263158,333,17.5263157894737,5118,530,17.5263157894737,605.842105263158,0.00371238765142634,2.24912075029308,0.118374776331215,0.0650644783118406,0.00342444622693898
5624,7,120,17.1428571428571,0,0,8167,1694,0,17.1428571428571,0.000857107873148035,0.0146932778253949,0.00209903968934213,0,0
5627,10,5473,547.3,100,10,7193,4359,10,547.3,0.00139024051160851,0.760878632003337,0.0760878632003337,0.0139024051160851,0.00139024051160851
5628,5,112,22.4,0,0,338,376,0,22.4,0.014792899408284,0.331360946745562,0.0662721893491124,0,0
5633,1,603,603,7,7,2234,576,7,603,0.00044762757385855,0.269919427036705,0.269919427036705,0.00313339301700985,0.00313339301700985
5634,2,538,269,26,13,2556,193,13,269,0.000782472613458529,0.210485133020344,0.105242566510172,0.0101721439749609,0.00508607198748044
5635,23,56191,2443.08695652174,539,23.4347826086957,12001,2102,23.4347826086957,2443.08695652174,0.00191650695775352,4.68219315057079,0.203573615242208,0.0449129239230064,0.00195273582273941
5636,156,605,3.87820512820513,0,0,2883,587,0,3.87820512820513,0.0541103017689906,0.209850849809226,0.00134519775518735,0,0
5642,24,8077,336.541666666667,204,8.5,15251,3961,8.5,336.541666666667,0.00157366730050489,0.529604616090748,0.0220668590037812,0.0133761720542915,0.000557340502262147
5643,1,1428,1428,1,1,5176,2783,1,1428,0.000193199381761978,0.275888717156105,0.275888717156105,0.000193199381761978,0.000193199381761978
5648,3,836,278.666666666667,25,8.33333333333333,3366,1810,8.33333333333333,278.666666666667,0.00089126559714795,0.248366013071895,0.0827886710239651,0.00742721330956625,0.00247573776985542
5649,6,50,8.33333333333333,0,0,1784,1122,0,8.33333333333333,0.00336322869955157,0.0280269058295964,0.0046711509715994,0,0
5653,8,709,88.625,9,1.125,825,386,1.125,88.625,0.0096969696969697,0.859393939393939,0.107424242424242,0.0109090909090909,0.00136363636363636
5654,1,448,448,10,10,446,65,10,448,0.00224215246636771,1.00448430493274,1.00448430493274,0.0224215246636771,0.0224215246636771
5674,1,396,396,15,15,137,39,15,396,0.0072992700729927,2.89051094890511,2.89051094890511,0.109489051094891,0.109489051094891
5675,1,267,267,6,6,3163,402,6,267,0.000316155548529877,0.0844135314574771,0.0844135314574771,0.00189693329117926,0.00189693329117926
5693,4,27,6.75,0,0,2399,72,0,6.75,0.00166736140058358,0.0112546894539391,0.00281367236348479,0,0
5702,3,35,11.6666666666667,0,0,2443,47,0,11.6666666666667,0.00122799836266885,0.0143266475644699,0.00477554918815664,0,0
5705,1,33,33,0,0,884,361,0,33,0.00113122171945701,0.0373303167420814,0.0373303167420814,0,0
5709,4,1,0.25,0,0,1227,116,0,0.25,0.0032599837000815,0.000814995925020375,0.000203748981255094,0,0
5711,1,8,8,0,0,2784,428,0,8,0.000359195402298851,0.0028735632183908,0.0028735632183908,0,0
5713,2,26,13,0,0,2147,497,0,13,0.000931532370749884,0.0121099208197485,0.00605496040987424,0,0
5715,1,138,138,3,3,1052,256,3,138,0.000950570342205323,0.131178707224335,0.131178707224335,0.00285171102661597,0.00285171102661597
5717,2,153,76.5,2,1,3450,720,1,76.5,0.000579710144927536,0.0443478260869565,0.0221739130434783,0.000579710144927536,0.000289855072463768
5719,2,870,435,11,5.5,1206,96,5.5,435,0.00165837479270315,0.721393034825871,0.360696517412935,0.00912106135986733,0.00456053067993367
5720,3,101,33.6666666666667,0,0,980,247,0,33.6666666666667,0.00306122448979592,0.103061224489796,0.0343537414965986,0,0
5721,46,7564,164.434782608696,10,0.217391304347826,12087,1453,0.217391304347826,164.434782608696,0.00380574170596509,0.625796310085216,0.0136042676105482,0.000827335153470671,1.79855468145798e-05
5722,1,4348,4348,16,16,380,148,16,4348,0.00263157894736842,11.4421052631579,11.4421052631579,0.0421052631578947,0.0421052631578947
5724,43,2434,56.6046511627907,32,0.744186046511628,19502,2872,0.744186046511628,56.6046511627907,0.00220490206132704,0.124807712029535,0.00290250493091943,0.00164085734796431,3.81594732084724e-05
5725,2,14,7,1,0.5,3968,658,0.5,7,0.000504032258064516,0.00352822580645161,0.00176411290322581,0.000252016129032258,0.000126008064516129
5726,3,1418,472.666666666667,22,7.33333333333333,1076,65,7.33333333333333,472.666666666667,0.00278810408921933,1.317843866171,0.439281288723668,0.0204460966542751,0.00681536555142503
5727,4,1599,399.75,19,4.75,2259,93,4.75,399.75,0.00177069499778663,0.707835325365206,0.176958831341301,0.0084108012394865,0.00210270030987162
5743,1,526,526,28,28,597,78,28,526,0.0016750418760469,0.88107202680067,0.88107202680067,0.0469011725293132,0.0469011725293132
5745,1,13,13,0,0,1016,45,0,13,0.000984251968503937,0.0127952755905512,0.0127952755905512,0,0
5749,1,469,469,12,12,3967,359,12,469,0.000252079657171666,0.118225359213511,0.118225359213511,0.00302495588606,0.00302495588606
5755,1,5,5,0,0,382,36,0,5,0.00261780104712042,0.0130890052356021,0.0130890052356021,0,0
5757,6,8076,1346,45,7.5,6664,554,7.5,1346,0.000900360144057623,1.21188475390156,0.201980792316927,0.00675270108043217,0.00112545018007203
5760,1,18,18,0,0,426,43,0,18,0.00234741784037559,0.0422535211267606,0.0422535211267606,0,0
5761,1,31,31,0,0,504,72,0,31,0.00198412698412698,0.0615079365079365,0.0615079365079365,0,0
5764,32,87821,2744.40625,612,19.125,3610,156,19.125,2744.40625,0.00886426592797784,24.3271468144044,0.760223337950139,0.169529085872576,0.00529778393351801
5765,4,6521,1630.25,44,11,464,35,11,1630.25,0.00862068965517241,14.0538793103448,3.51346982758621,0.0948275862068965,0.0237068965517241
5799,41,24539,598.512195121951,1167,28.4634146341463,1867,295,28.4634146341463,598.512195121951,0.0219603642206749,13.1435457953937,0.320574287692529,0.625066952329941,0.0152455354226815
5805,1,1006,1006,1,1,5077,206,1,1006,0.000196966712625566,0.19814851290132,0.19814851290132,0.000196966712625566,0.000196966712625566
5822,202,23370,115.693069306931,668,3.30693069306931,9275,383,3.30693069306931,115.693069306931,0.0217789757412399,2.51967654986523,0.0124736462864615,0.0720215633423181,0.000356542392783753
5841,20,6632,331.6,147,7.35,3358,30,7.35,331.6,0.00595592614651578,1.97498511018463,0.0987492555092317,0.043776057176891,0.00218880285884455
5843,6,3622,603.666666666667,25,4.16666666666667,913,19,4.16666666666667,603.666666666667,0.00657174151150055,3.9671412924425,0.661190215407083,0.0273822562979189,0.00456370938298649
5851,2,22,11,0,0,403,155,0,11,0.00496277915632754,0.054590570719603,0.0272952853598015,0,0
5861,2,978,489,12,6,5921,2161,6,489,0.000337780780273602,0.165174801553792,0.0825874007768958,0.00202668468164161,0.00101334234082081
5871,7,7579,1082.71428571429,57,8.14285714285714,1365,43,8.14285714285714,1082.71428571429,0.00512820512820513,5.55238095238095,0.793197278911565,0.0417582417582418,0.00596546310832025
5872,1,165,165,13,13,4442,45,13,165,0.000225123818099955,0.0371454299864926,0.0371454299864926,0.00292660963529941,0.00292660963529941
5873,10,14787,1478.7,121,12.1,850,26,12.1,1478.7,0.0117647058823529,17.3964705882353,1.73964705882353,0.142352941176471,0.0142352941176471
5881,13,2183,167.923076923077,74,5.69230769230769,6069,377,5.69230769230769,167.923076923077,0.0021420332839018,0.359696819904432,0.0276689861464948,0.0121931125391333,0.000937931733779485
5882,7,3774,539.142857142857,140,20,2824,274,20,539.142857142857,0.00247875354107649,1.33640226628895,0.19091460946985,0.0495750708215297,0.00708215297450425
5884,6,92,15.3333333333333,0,0,3338,495,0,15.3333333333333,0.00179748352306771,0.0275614140203715,0.00459356900339525,0,0
5886,34,8497,249.911764705882,74,2.17647058823529,25969,778,2.17647058823529,249.911764705882,0.00130925334052139,0.327197812776772,0.00962346508166977,0.00284955138819362,8.3810334946871e-05
5888,6,492,82,0,0,5065,334,0,82,0.00118460019743337,0.097137216189536,0.0161895360315893,0,0
5889,5,494,98.8,3,0.6,10993,3393,0.6,98.8,0.000454834894933139,0.0449376876193942,0.00898753752387883,0.000272900936959884,5.45801873919767e-05
5890,18,1067,59.2777777777778,17,0.944444444444444,18906,7944,0.944444444444444,59.2777777777778,0.000952078705172961,0.0564371099121972,0.00313539499512207,0.000899185443774463,4.99547468763591e-05
5891,10,20,2,0,0,839,124,0,2,0.0119189511323004,0.0238379022646007,0.00238379022646007,0,0
5905,1,27,27,0,0,589,65,0,27,0.00169779286926995,0.0458404074702886,0.0458404074702886,0,0
5909,6,2632,438.666666666667,25,4.16666666666667,667,111,4.16666666666667,438.666666666667,0.00899550224887556,3.94602698650675,0.657671164417791,0.0374812593703148,0.00624687656171914
5923,3,15302,5100.66666666667,271,90.3333333333333,177,49,90.3333333333333,5100.66666666667,0.0169491525423729,86.4519774011299,28.8173258003767,1.53107344632768,0.510357815442561
5925,9,6826,758.444444444444,93,10.3333333333333,198,47,10.3333333333333,758.444444444444,0.0454545454545455,34.4747474747475,3.83052749719416,0.46969696969697,0.0521885521885522
5938,129,12996,100.744186046512,90,0.697674418604651,28894,2137,0.697674418604651,100.744186046512,0.00446459472554856,0.449781961652938,0.00348668187327859,0.00311483352945248,2.41459963523448e-05
5939,5,928,185.6,27,5.4,2911,217,5.4,185.6,0.00171762281003092,0.318790793541738,0.0637581587083476,0.00927516317416695,0.00185503263483339
6002,18,5133,285.166666666667,113,6.27777777777778,12823,337,6.27777777777778,285.166666666667,0.00140372767683069,0.400296342509553,0.0222386856949752,0.00881229041565936,0.000489571689758853
6007,38,1255,33.0263157894737,1,0.0263157894736842,9496,65,0.0263157894736842,33.0263157894737,0.0040016849199663,0.132160909856782,0.00347791868044163,0.00010530749789385,2.771249944575e-06
6009,17,4463,262.529411764706,299,17.5882352941176,327,4,17.5882352941176,262.529411764706,0.0519877675840979,13.6483180428135,0.802842237812556,0.914373088685015,0.0537866522755891
6021,1,29,29,0,0,2964,146,0,29,0.000337381916329285,0.00978407557354926,0.00978407557354926,0,0
6022,13,52318,4024.46153846154,708,54.4615384615385,3365,104,54.4615384615385,4024.46153846154,0.00386329866270431,15.5476968796434,1.19597668304949,0.210401188707281,0.016184706823637
6023,5,525,105,25,5,8195,96,5,105,0.00061012812690665,0.0640634533251983,0.0128126906650397,0.00305064063453325,0.00061012812690665
6024,122,126489,1036.79508196721,2865,23.483606557377,6121,71,23.483606557377,1036.79508196721,0.0199313837608234,20.6647606600229,0.169383284098548,0.468060774383271,0.00383656372445304
6031,80,20530,256.625,612,7.65,7919,28,7.65,256.625,0.0101022856421265,2.59249905291072,0.032406238161384,0.077282485162268,0.00096603106452835
6032,9,12446,1382.88888888889,1763,195.888888888889,194,2,195.888888888889,1382.88888888889,0.0463917525773196,64.1546391752577,7.1282932416953,9.08762886597938,1.00973654066438
6033,3,4658,1552.66666666667,566,188.666666666667,744,12,188.666666666667,1552.66666666667,0.00403225806451613,6.26075268817204,2.08691756272401,0.760752688172043,0.253584229390681
6034,92,2215,24.0760869565217,117,1.27173913043478,3156,19,1.27173913043478,24.0760869565217,0.0291508238276299,0.701837769328264,0.007628671405742,0.0370722433460076,0.00040295916680443
6035,1,144,144,0,0,954,54,0,144,0.0010482180293501,0.150943396226415,0.150943396226415,0,0
6036,4,602,150.5,38,9.5,1782,100,9.5,150.5,0.00224466891133558,0.337822671156005,0.0844556677890011,0.021324354657688,0.005331088664422
6052,1,68,68,0,0,435,32,0,68,0.00229885057471264,0.15632183908046,0.15632183908046,0,0
6056,2,51102,25551,1378,689,538,15,689,25551,0.00371747211895911,94.9851301115242,47.4925650557621,2.56133828996283,1.28066914498141
6057,11,51366,4669.63636363636,1401,127.363636363636,935,83,127.363636363636,4669.63636363636,0.0117647058823529,54.9368983957219,4.99426349052018,1.49839572192513,0.136217792902285
6058,68,24613,361.955882352941,1290,18.9705882352941,320,2,18.9705882352941,361.955882352941,0.2125,76.915625,1.13111213235294,4.03125,0.0592830882352941
6073,1,15,15,0,0,183,8,0,15,0.00546448087431694,0.0819672131147541,0.0819672131147541,0,0
6074,1,28,28,0,0,481,10,0,28,0.00207900207900208,0.0582120582120582,0.0582120582120582,0,0
6076,56,54485,972.946428571429,3289,58.7321428571429,662,4,58.7321428571429,972.946428571429,0.0845921450151057,82.3036253776435,1.46970759602935,4.96827794561934,0.0887192490289167
6081,1,824,824,27,27,318,62,27,824,0.00314465408805031,2.59119496855346,2.59119496855346,0.0849056603773585,0.0849056603773585
6082,13,5749,442.230769230769,487,37.4615384615385,3791,69,37.4615384615385,442.230769230769,0.00342917436032709,1.51648641519388,0.11665280116876,0.128462147190715,0.00988170363005499
6083,138,16398,118.826086956522,663,4.80434782608696,1729,8,4.80434782608696,118.826086956522,0.0798149219201851,9.48409485251591,0.0687253250182312,0.383458646616541,0.0027786858450474
6084,12,2463,205.25,91,7.58333333333333,1376,13,7.58333333333333,205.25,0.00872093023255814,1.78997093023256,0.149164244186047,0.0661337209302326,0.00551114341085271
6087,6,236,39.3333333333333,2,0.333333333333333,879,24,0.333333333333333,39.3333333333333,0.0068259385665529,0.268486916951081,0.0447478194918468,0.00227531285551763,0.000379218809252939
6090,6,1292,215.333333333333,47,7.83333333333333,960,22,7.83333333333333,215.333333333333,0.00625,1.34583333333333,0.224305555555556,0.0489583333333333,0.00815972222222222
6102,1,12,12,0,0,257,17,0,12,0.00389105058365759,0.0466926070038911,0.0466926070038911,0,0
6110,5,619,123.8,18,3.6,3724,67,3.6,123.8,0.00134264232008593,0.166219119226638,0.0332438238453276,0.00483351235230934,0.000966702470461869
6111,10,1224,122.4,13,1.3,1535,23,1.3,122.4,0.00651465798045603,0.797394136807818,0.0797394136807818,0.00846905537459283,0.000846905537459283
6112,2,36,18,0,0,126,3,0,18,0.0158730158730159,0.285714285714286,0.142857142857143,0,0
6113,2,34,17,0,0,1399,123,0,17,0.00142959256611866,0.0243030736240172,0.0121515368120086,0,0
6116,1,44,44,3,3,625,49,3,44,0.0016,0.0704,0.0704,0.0048,0.0048
6118,7,230,32.8571428571429,1,0.142857142857143,1906,83,0.142857142857143,32.8571428571429,0.00367261280167891,0.120671563483736,0.0172387947833908,0.000524658971668416,7.49512816669165e-05
6132,1,829,829,9,9,1552,204,9,829,0.000644329896907216,0.534149484536082,0.534149484536082,0.00579896907216495,0.00579896907216495
6133,14,2970,212.142857142857,110,7.85714285714286,8181,216,7.85714285714286,212.142857142857,0.00171128223933504,0.363036303630363,0.0259311645450259,0.0134457890233468,0.000960413501667627
6135,6,80,13.3333333333333,4,0.666666666666667,2972,111,0.666666666666667,13.3333333333333,0.00201884253028264,0.0269179004037685,0.00448631673396142,0.00134589502018843,0.000224315836698071
6136,337,8328,24.7121661721068,84,0.249258160237389,17215,689,0.249258160237389,24.7121661721068,0.0195759512053442,0.48376415916352,0.00143550195597484,0.00487946558234098,1.44791263570949e-05
6137,9,5737,637.444444444444,161,17.8888888888889,2314,61,17.8888888888889,637.444444444444,0.00388936905790838,2.47925669835782,0.275472966484202,0.0695764909248055,0.00773072121386728
6139,1,2166,2166,163,163,2894,121,163,2166,0.000345542501727712,0.748445058742225,0.748445058742225,0.0563234277816171,0.0563234277816171
6141,3,748,249.333333333333,8,2.66666666666667,4993,215,2.66666666666667,249.333333333333,0.000600841177648708,0.149809733627078,0.0499365778756926,0.00160224314039656,0.000534081046798852
6142,5,1059,211.8,78,15.6,161,4,15.6,211.8,0.031055900621118,6.57763975155279,1.31552795031056,0.484472049689441,0.0968944099378882
6151,3,895,298.333333333333,16,5.33333333333333,1256,32,5.33333333333333,298.333333333333,0.00238853503184713,0.712579617834395,0.237526539278132,0.0127388535031847,0.00424628450106157
6152,2,2213,1106.5,12,6,7982,268,6,1106.5,0.000250563768479078,0.2772488098221,0.13862440491105,0.00150338261087447,0.000751691305437234
6153,16,7166,447.875,813,50.8125,17113,598,50.8125,447.875,0.000934961725004383,0.418745982586338,0.0261716239116461,0.0475077426517852,0.00296923391573657
6154,43,1750,40.6976744186046,7,0.162790697674419,3645,254,0.162790697674419,40.6976744186046,0.0117969821673525,0.480109739368999,0.0111653427760232,0.00192043895747599,4.46613711040929e-05
6156,8,148,18.5,0,0,4347,118,0,18.5,0.00184034966643662,0.0340464688290775,0.00425580860363469,0,0
6157,5,189,37.8,2,0.4,1793,46,0.4,37.8,0.00278862242052426,0.105409927495817,0.0210819854991634,0.0011154489682097,0.000223089793641941
6158,1,1759,1759,132,132,2355,113,132,1759,0.000424628450106157,0.74692144373673,0.74692144373673,0.0560509554140127,0.0560509554140127
6159,1,8,8,0,0,3891,116,0,8,0.000257003341043434,0.00205602672834747,0.00205602672834747,0,0
6171,85,104790,1232.82352941176,5896,69.3647058823529,NA,NA,69.3647058823529,1232.82352941176,NA,NA,NA,NA,NA
6177,1,848,848,59,59,464,8,59,848,0.0021551724137931,1.82758620689655,1.82758620689655,0.127155172413793,0.127155172413793
6178,16,15639,977.4375,737,46.0625,NA,NA,46.0625,977.4375,NA,NA,NA,NA,NA
6181,6,1689,281.5,7,1.16666666666667,508,24,1.16666666666667,281.5,0.0118110236220472,3.3248031496063,0.554133858267717,0.0137795275590551,0.00229658792650919
6191,5,743,148.6,35,7,642,43,7,148.6,0.00778816199376947,1.15732087227414,0.231464174454829,0.0545171339563863,0.0109034267912773
6193,1,159,159,7,7,725,54,7,159,0.00137931034482759,0.219310344827586,0.219310344827586,0.0096551724137931,0.0096551724137931
6194,2,293,146.5,5,2.5,449,33,2.5,146.5,0.0044543429844098,0.652561247216036,0.326280623608018,0.0111358574610245,0.00556792873051225
6195,1,17,17,1,1,254,9,1,17,0.00393700787401575,0.0669291338582677,0.0669291338582677,0.00393700787401575,0.00393700787401575
6197,2,45,22.5,1,0.5,364,31,0.5,22.5,0.00549450549450549,0.123626373626374,0.0618131868131868,0.00274725274725275,0.00137362637362637
6198,1,82,82,0,0,689,40,0,82,0.00145137880986938,0.119013062409289,0.119013062409289,0,0
6199,6,447,74.5,23,3.83333333333333,1900,63,3.83333333333333,74.5,0.00315789473684211,0.235263157894737,0.0392105263157895,0.0121052631578947,0.00201754385964912
6202,5,518,103.6,26,5.2,582,40,5.2,103.6,0.00859106529209622,0.890034364261168,0.178006872852234,0.0446735395189003,0.00893470790378007
6204,1,27,27,0,0,1558,110,0,27,0.000641848523748395,0.0173299101412067,0.0173299101412067,0,0
6213,5,178,35.6,0,0,1202,25,0,35.6,0.00415973377703827,0.148086522462562,0.0296173044925125,0,0
6214,15,1933,128.866666666667,11,0.733333333333333,447,20,0.733333333333333,128.866666666667,0.0335570469798658,4.32438478747204,0.288292319164802,0.0246085011185682,0.00164056674123788
6215,1,41,41,0,0,1699,256,0,41,0.000588581518540318,0.024131842260153,0.024131842260153,0,0
6232,1,23,23,1,1,3286,134,1,23,0.000304321363359708,0.00699939135727328,0.00699939135727328,0.000304321363359708,0.000304321363359708
6238,1,12,12,0,0,2253,107,0,12,0.000443852640923213,0.00532623169107856,0.00532623169107856,0,0
6239,2,1106,553,109,54.5,548,22,54.5,553,0.00364963503649635,2.01824817518248,1.00912408759124,0.198905109489051,0.0994525547445256
6240,6,164,27.3333333333333,0,0,3917,282,0,27.3333333333333,0.00153178452897626,0.041868777125351,0.00697812952089184,0,0
6241,8,138,17.25,0,0,1370,542,0,17.25,0.00583941605839416,0.100729927007299,0.0125912408759124,0,0
6242,3,3527,1175.66666666667,240,80,933,29,80,1175.66666666667,0.00321543408360129,3.78027867095391,1.26009289031797,0.257234726688103,0.0857449088960343
6243,3,873,291,17,5.66666666666667,2398,490,5.66666666666667,291,0.00125104253544621,0.364053377814846,0.121351125938282,0.00708924103419516,0.00236308034473172
6244,1,29,29,0,0,4384,260,0,29,0.000228102189781022,0.00661496350364963,0.00661496350364963,0,0
6246,2,662,331,6,3,2213,567,3,331,0.000903750564844103,0.299141436963398,0.149570718481699,0.00271125169453231,0.00135562584726615
6248,155,9247,59.658064516129,296,1.90967741935484,16332,852,1.90967741935484,59.658064516129,0.00949057065882929,0.566189076659319,0.00365283275264077,0.0181239284839579,0.000116928570864244
6252,225,70564,313.617777777778,1887,8.38666666666667,2644,11,8.38666666666667,313.617777777778,0.0850983358547655,26.6883509833585,0.118614893259371,0.713691376701967,0.00317196167423096
6261,2,904,452,58,29,1144,59,29,452,0.00174825174825175,0.79020979020979,0.395104895104895,0.0506993006993007,0.0253496503496503
6265,40,1071,26.775,33,0.825,7149,101,0.825,26.775,0.00559518813820115,0.149811162400336,0.00374527906000839,0.00461603021401595,0.000115400755350399
6266,72,41826,580.916666666667,563,7.81944444444444,32797,1102,7.81944444444444,580.916666666667,0.0021953227429338,1.27529957008263,0.0177124940289254,0.0171662042259963,0.000238419503138837
6281,1,139,139,25,25,1268,40,25,139,0.000788643533123028,0.109621451104101,0.109621451104101,0.0197160883280757,0.0197160883280757
6285,20,15590,779.5,420,21,1396,97,21,779.5,0.0143266475644699,11.1676217765043,0.558381088825215,0.300859598853868,0.0150429799426934
6287,20,461,23.05,3,0.15,445,8,0.15,23.05,0.0449438202247191,1.03595505617978,0.0517977528089888,0.00674157303370787,0.000337078651685393
6288,12,370,30.8333333333333,7,0.583333333333333,393,4,0.583333333333333,30.8333333333333,0.0305343511450382,0.94147582697201,0.0784563189143342,0.0178117048346056,0.00148430873621713
6289,2,36,18,0,0,399,13,0,18,0.0050125313283208,0.0902255639097744,0.0451127819548872,0,0
6290,62,69323,1118.11290322581,1227,19.7903225806452,1659,41,19.7903225806452,1118.11290322581,0.0373719107896323,41.7860156720916,0.673967994711155,0.739602169981917,0.0119290672577729
6291,54,39076,723.62962962963,729,13.5,1058,43,13.5,723.62962962963,0.0510396975425331,36.9338374291115,0.683959952390954,0.689035916824197,0.0127599243856333
6292,6,54,9,2,0.333333333333333,2300,26,0.333333333333333,9,0.00260869565217391,0.0234782608695652,0.00391304347826087,0.000869565217391304,0.000144927536231884
6293,3,10,3.33333333333333,0,0,1111,107,0,3.33333333333333,0.0027002700270027,0.009000900090009,0.003000300030003,0,0
6295,4,49,12.25,0,0,1212,21,0,12.25,0.0033003300330033,0.0404290429042904,0.0101072607260726,0,0
6296,5,1679,335.8,59,11.8,476,27,11.8,335.8,0.0105042016806723,3.52731092436975,0.70546218487395,0.123949579831933,0.0247899159663866
6297,10,1133,113.3,49,4.9,7377,560,4.9,113.3,0.00135556459265284,0.153585468347567,0.0153585468347567,0.00664226650399892,0.000664226650399892
6298,5,54,10.8,0,0,1383,27,0,10.8,0.00361532899493854,0.0390455531453362,0.00780911062906725,0,0
6299,3,2350,783.333333333333,134,44.6666666666667,272,36,44.6666666666667,783.333333333333,0.0110294117647059,8.63970588235294,2.87990196078431,0.492647058823529,0.16421568627451
6300,504,214821,426.232142857143,9293,18.4384920634921,5751,24,18.4384920634921,426.232142857143,0.0876369327073552,37.3536776212833,0.0741144397247684,1.61589288819336,0.00320613668292333
6402,1,646,646,38,38,3872,359,38,646,0.000258264462809917,0.166838842975207,0.166838842975207,0.00981404958677686,0.00981404958677686
6404,16,1507,94.1875,23,1.4375,5293,316,1.4375,94.1875,0.00302286038163612,0.284715662195352,0.0177947288872095,0.00434536179860193,0.00027158511241262
6405,1,11,11,0,0,105,21,0,11,0.00952380952380952,0.104761904761905,0.104761904761905,0,0
6408,1,571,571,42,42,4702,1274,42,571,0.000212675457252233,0.121437686091025,0.121437686091025,0.00893236920459379,0.00893236920459379
6414,2,14322,7161,416,208,2409,312,208,7161,0.0008302200083022,5.94520547945205,2.97260273972603,0.172685761726858,0.0863428808634288
6416,31,32009,1032.54838709677,980,31.6129032258065,8975,1022,31.6129032258065,1032.54838709677,0.00345403899721448,3.56646239554318,0.11504717404978,0.109192200557103,0.00352232905022913
6421,152,36469,239.927631578947,97,0.638157894736842,38699,695,0.638157894736842,239.927631578947,0.00392775007106127,0.942375771983772,0.0061998406051564,0.00250652471640094,1.64902941868483e-05
6431,2,19,9.5,0,0,1079,94,0,9.5,0.00185356811862836,0.0176088971269694,0.00880444856348471,0,0
6432,5,514,102.8,32,6.4,655,16,6.4,102.8,0.00763358778625954,0.784732824427481,0.156946564885496,0.0488549618320611,0.00977099236641221
6433,1,13,13,0,0,247,15,0,13,0.00404858299595142,0.0526315789473684,0.0526315789473684,0,0
6434,4,9,2.25,0,0,322,21,0,2.25,0.0124223602484472,0.0279503105590062,0.00698757763975155,0,0
6436,6,667,111.166666666667,8,1.33333333333333,10425,451,1.33333333333333,111.166666666667,0.000575539568345324,0.0639808153477218,0.0106634692246203,0.000767386091127098,0.000127897681854516
6437,2,23,11.5,0,0,1276,70,0,11.5,0.00156739811912226,0.018025078369906,0.00901253918495298,0,0
6452,3,47,15.6666666666667,0,0,1930,226,0,15.6666666666667,0.00155440414507772,0.0243523316062176,0.00811744386873921,0,0
6455,4,541,135.25,20,5,4513,438,5,135.25,0.000886328384666519,0.119875914026147,0.0299689785065367,0.00443164192333259,0.00110791048083315
6458,24,7771,323.791666666667,162,6.75,33756,1865,6.75,323.791666666667,0.000710984713828653,0.230210925465102,0.00959212189437927,0.00479914681834341,0.000199964450764309
6459,6,6706,1117.66666666667,126,21,3270,369,21,1117.66666666667,0.0018348623853211,2.05076452599388,0.341794087665647,0.0385321100917431,0.00642201834862385
6487,11,418,38,4,0.363636363636364,16164,130,0.363636363636364,38,0.000680524622618164,0.0258599356594902,0.00235090324177184,0.000247463499133878,2.24966817394434e-05
6512,8,7887,985.875,607,75.875,10900,87,75.875,985.875,0.00073394495412844,0.723577981651376,0.090447247706422,0.0556880733944954,0.00696100917431193
6606,1,198,198,5,5,3247,746,5,198,0.000307976593778873,0.0609793655682168,0.0609793655682168,0.00153988296889436,0.00153988296889436
6607,2,91,45.5,1,0.5,9758,754,0.5,45.5,0.000204960032793605,0.00932568149210904,0.00466284074605452,0.000102480016396803,5.12400081984013e-05
6608,9,4175,463.888888888889,61,6.77777777777778,20630,7641,6.77777777777778,463.888888888889,0.000436257876878333,0.202375181774115,0.022486131308235,0.00295685894328648,0.000328539882587386
6609,2,54,27,4,2,861,197,2,27,0.00232288037166086,0.0627177700348432,0.0313588850174216,0.00464576074332172,0.00232288037166086
6610,1,1993,1993,13,13,657,141,13,1993,0.0015220700152207,3.03348554033486,3.03348554033486,0.0197869101978691,0.0197869101978691
